G.Skill Trident Z 8GB DDR4 3200 BUS Desktop RAM Black &Red Heatsink #F4-3200C16D-16GTZB,https://ryanscomputers.com/components/desktop-ram/g-skill-trident-z-8gb-ddr4-3200-bus-desktop-ram.html,"6,700

"
G.Skill Trident Z 8GB DDR4 3000 BUS (RGB) Desktop RAM #F4-3000C16D-16GTZR,https://ryanscomputers.com/components/desktop-ram/g-skill-trident-z-8gb-ddr4-3000-bus-rgb-desktop-ram-f4-3000c16d-16gtzr.html,"7,000

"
Corsair Vengeance 8GB DDR4 3200MHz Black Heatsink Desktop RAM#CMK16GX4M2B3200C16,https://ryanscomputers.com/components/desktop-ram/corsair-vengeance-8gb-ddr4-3200mhz-black-heatsink-desktop-ram-cmk16gx4m2b3200c16.html,"7,200

"
Gigabyte 8GB (1x 8GB with 1x Dummy) RGB DDR4 3200MHz RAM #GP-AR32C16S8K2SU416R,https://ryanscomputers.com/gigabyte-8gb-1x-8gb-with-1x-dummy-rgb-ddr4-3200mhz-ram-gp-ar32c16s8k2su416r.html,"7,500

"
Corsair Value Select 8GB DDR4 2133 BUS Desktop RAM #CMV8GX4M1A2133C15,https://ryanscomputers.com/components/desktop-ram/corsair-value-select-8gb-ddr4-2133-bus-desktop-ram-cmv8gx4m1a2133c15.html,"7,600

"
Corsair Vengence RGB 8GB DDR4 3200MHz Black Heatsink Desktop RAM #CMR16GX4M2C3200C16,https://ryanscomputers.com/components/desktop-ram/corsair-vengence-rgb-8gb-ddr4-3200mhz-black-heatsink-desktop-ram-cmr16gx4m2c3200c16.html,"7,800

"
ADATA SPECTRIX D40 RGB 8GB DDR4 3200MHz Black Heatsink Gaming Desktop RAM,https://ryanscomputers.com/adata-spectrix-d40-rgb-8gb-ddr4-3200mhz-black-heatsink-gaming-desktop-ram.html,"8,600

"
ADATA SPECTRIX D40 RGB 8GB DDR4 3000MHz Desktop RAM,https://ryanscomputers.com/adata-spectrix-d40-rgb-8gb-ddr4-3000mhz-desktop-ram.html,"8,800

"
G.Skill 8GB DDR4 2933MHz Flare X (Performance series) Desktop RAM #F4-2933C16D-16GFX,https://ryanscomputers.com/g-skill-8gb-ddr4-2933mhz-flare-x-performance-series-desktop-ram-f4-2933c16d-16gfx.html,"9,000

"
G.Skill Ripjaws V 16GB DDR4 2400 BUS Red Heatsink Desktop RAM #F4-2400C15D-32GVR,https://ryanscomputers.com/components/desktop-ram/g-skill-ripjaws-v-16gb-ddr4-2400-bus-heatsink-desktop-ram.html,"9,500

"
G.Skill 8GB DDR4 3200MHz Flare X (Performance Series) Desktop RAM #F4-3200C14D-16GFX,https://ryanscomputers.com/components/desktop-ram/g-skill-8gb-ddr4-3200mhz-flare-x-performance-series-desktop-ram-f4-3200c14d-16gfx.html,"9,700

"
Team 8GB (4GBX2) DDR4 3466 bus Desktop RAM,https://ryanscomputers.com/components/desktop-ram/team-8gb-4gbx2-ddr4-3466-bus-desktop-ram.html,"10,500

"
A DATA 8GB DDR3 1600 BUS ECC Registered Server RAM,https://ryanscomputers.com/components/desktop-ram/a-data-8gb-ddr3-1600-bus-ecc-registered-server-ram.html,"11,100

"
G.Skill Ripjaws V 16GB DDR4 3200 BUS Black Heatsink Desktop RAM (F4-3200C16D-32GVK),https://ryanscomputers.com/components/desktop-ram/g-skill-16gb-ddr4-3200-bus-desktop-ram.html,"11,800

"
CORSAIR Vengence LPX 16GB DDR4 3200MHZ Black Heatsink Desktop RAM #CMK32GX4M2B3200C16,https://ryanscomputers.com/corsair-vengence-lpx-16gb-ddr4-3200mhz-black-heatsink-desktop-ram-cmk32gx4m2b3200c16.html,"11,800

"
G.Skill Trident Z 16GB DDR4 3200 BUS Black & Red Heatsink Desktop RAM #F4-3200C16D-32GTZ,https://ryanscomputers.com/components/desktop-ram/g-skill-16gb-ddr4-3200-bus-desktop-ram-6318.html,"12,500

"
G.Skill Trident Z RGB 16GB DDR4 3200MHz Desktop RAM #C16D-32GTZR,https://ryanscomputers.com/g-skill-trident-z-rgb-16gb-ddr4-3200mhz-desktop-ram-c16d-32gtzr.html,"13,500

"
Corsair Dominator Platinum 16GB DDR4 3200MHz Black-Metal Heatsink Gaming Desktop RAM #CMD32GX4M2C3200C16,https://ryanscomputers.com/corsair-dominator-platinum-16gb-ddr4-3200mhz-black-metal-heatsink-gaming-desktop-ram-cmd32gx4m2c3200c16.html,"16,200

"
G.Skill Trident Z RGB 16GB DDR4 3200MHz Desktop RAM #C15D-32GTZR,https://ryanscomputers.com/g-skill-trident-z-rgb-16gb-ddr4-3200mhz-desktop-ram-c15d-32gtzr.html,"18,000

"
